user_id,total_session_count,total_category_browse_count,added_to_cart,cart_value,search_count,days_active_last_7,event_count
QB142479,3,1,yes,265.04,2,2,3
QB142482,5,5,no,0.0,3,3,8
QB142487,2,1,yes,318.84,0,1,7
QB142489,6,2,no,0.0,5,4,24
QB142490,3,3,no,0.0,1,2,13
QB142492,4,3,yes,206.06,1,1,4
QB142495,4,3,yes,196.57,2,1,14
QB142496,3,3,no,0.0,1,1,6
QB142499,4,3,no,0.0,0,1,3
QB142502,2,2,no,0.0,3,2,4
QB142503,4,3,no,0.0,0,2,9
QB142506,3,3,yes,271.44,0,1,8
QB142507,3,2,no,0.0,3,1,3
QB142508,2,2,no,0.0,0,2,11
QB142511,2,3,no,0.0,3,1,12
QB142512,4,2,yes,278.6,1,1,13
QB142516,1,0,yes,346.28,0,1,3
QB142517,2,2,no,0.0,3,2,9
QB142518,1,1,no,0.0,2,1,13
QB142519,3,2,no,0.0,1,2,7
QB142522,1,1,no,0.0,0,1,2
QB142525,2,1,no,0.0,3,2,12
QB142526,1,2,no,0.0,0,2,7
QB142529,2,1,no,0.0,2,2,4
QB142530,3,1,no,0.0,3,2,13
QB142531,2,1,no,0.0,2,2,7
QB142542,19,10,yes,475.2,10,4,66
QB142543,1,0,no,0.0,1,1,6
QB142544,2,3,no,0.0,3,2,7
QB142545,2,3,no,0.0,1,1,6
QB142546,1,1,no,0.0,1,1,5
QB142547,4,3,yes,201.98,1,2,5
QB142548,1,1,yes,534.52,1,1,6
QB142554,5,2,yes,132.85,4,3,14
QB142555,18,9,yes,382.1,8,6,43
QB142556,2,2,no,0.0,3,1,6
QB142557,7,6,yes,557.21,1,4,16
QB142558,2,0,yes,140.57,1,1,1
QB142560,1,2,no,0.0,3,1,12
QB142561,2,2,no,0.0,1,2,4
QB142563,2,5,yes,353.5,4,4,32
QB142565,11,6,yes,482.0,6,5,58
QB142566,9,3,no,0.0,5,3,11
QB142567,3,1,yes,320.43,2,2,10
QB142568,6,3,no,0.0,4,3,17
QB142569,1,1,no,0.0,1,1,2
QB142573,1,2,no,0.0,1,1,3
QB142574,3,3,no,0.0,3,2,5
QB142575,4,7,no,0.0,4,4,14
QB142581,2,7,no,0.0,1,4,22
QB142585,3,1,no,0.0,0,1,11
QB142588,1,0,no,0.0,0,1,2
QB142590,5,12,yes,258.72,3,4,35
QB142592,4,3,no,0.0,1,2,7
QB142593,4,3,no,0.0,3,1,6
QB142596,2,0,no,0.0,0,1,3
QB142598,1,0,no,0.0,0,1,2
QB142600,1,2,no,0.0,3,2,14
QB142601,4,2,no,0.0,2,2,8
QB142603,1,1,no,0.0,0,1,6
QB142605,2,0,no,0.0,1,1,7
QB142607,1,0,no,0.0,1,1,1
QB142611,11,13,no,0.0,5,7,77
QB142614,4,1,no,0.0,2,1,9
QB142616,2,3,no,0.0,2,2,5
QB142619,1,2,no,0.0,2,2,4
QB142621,2,1,no,0.0,1,1,5
QB142622,1,2,yes,217.47,1,1,8
QB142625,1,1,no,0.0,1,1,7
QB142626,4,2,no,0.0,2,2,12
QB142627,2,1,yes,150.3,3,1,10
QB142635,4,1,yes,209.0,2,2,14
QB142637,1,1,yes,385.53,0,1,6
QB142638,1,2,no,0.0,2,2,6
QB142640,1,1,no,0.0,0,1,2
QB142644,2,0,no,0.0,1,1,1
QB142646,4,1,yes,180.07,3,1,5
QB142649,4,1,no,0.0,1,1,11
QB142650,1,0,no,0.0,0,1,7
QB142652,1,1,no,0.0,1,1,1
QB142653,1,0,no,0.0,1,1,1
QB142655,6,2,yes,319.94,1,2,31
QB142656,1,0,no,0.0,1,1,1
QB142658,1,0,no,0.0,0,1,5
QB142660,1,1,no,0.0,1,1,7
QB142664,6,7,yes,102.49,4,3,26
QB142666,2,0,no,0.0,1,1,2
QB142670,1,1,no,0.0,1,1,7
QB142676,2,3,yes,90.97,1,2,7
QB142677,2,1,no,0.0,0,1,1
QB142683,5,2,yes,351.7,4,2,12
QB142686,2,0,no,0.0,1,1,4
QB142692,2,3,no,0.0,1,1,11
QB142693,4,2,yes,135.76,2,1,14
QB142694,3,3,no,0.0,2,2,11
QB142700,6,2,no,0.0,2,2,33
QB142701,1,2,no,0.0,0,2,3
QB142702,3,2,no,0.0,1,2,3
QB142703,4,3,yes,256.9,1,1,4
QB142711,5,4,yes,243.44,5,4,25
QB142714,3,1,no,0.0,1,1,10
QB142715,2,1,no,0.0,1,1,4
QB142716,5,7,no,0.0,3,4,18
QB142717,3,3,no,0.0,2,1,5
QB142721,1,2,yes,70.86,1,2,6
QB142723,2,0,no,0.0,1,1,7
QB142731,8,7,yes,191.5,3,4,28
QB142733,2,1,no,0.0,0,1,3
QB142740,1,0,yes,150.8,0,1,7
QB142741,3,1,yes,139.19,0,1,11
QB142743,9,4,no,0.0,2,4,10
QB142744,3,2,no,0.0,1,1,11
QB142747,2,0,no,0.0,1,1,3
QB142749,4,2,no,0.0,0,2,14
QB142750,3,3,yes,499.09,0,1,3
QB142755,2,0,no,0.0,2,1,5
QB142756,4,1,no,0.0,1,2,4
QB142758,3,2,no,0.0,0,1,14
QB142759,1,1,yes,384.39,0,1,6
QB142763,4,1,no,0.0,3,1,6
QB142764,1,1,no,0.0,3,1,9
QB142766,3,3,yes,285.16,2,1,11
QB142770,6,7,yes,98.41,4,3,20
QB142771,6,7,no,0.0,5,3,18
QB142772,1,0,no,0.0,1,1,2
QB142774,10,7,yes,272.84,9,6,37
QB142776,4,3,yes,347.58,1,2,11
QB142777,1,1,no,0.0,1,2,9
QB142778,2,3,yes,219.68,3,2,8
QB142779,7,4,yes,166.86,5,4,31
QB142780,2,1,no,0.0,3,2,4
QB142781,1,1,yes,407.22,0,1,13
QB142783,1,0,no,0.0,0,1,4
QB142785,1,0,yes,249.12,1,1,4
QB142787,1,0,no,0.0,1,1,1
QB142788,2,1,yes,212.86,1,1,6
QB142790,3,2,no,0.0,2,1,10
QB142792,3,2,yes,99.11,3,1,3
QB142794,1,0,no,0.0,0,1,5
QB142795,5,2,yes,246.74,1,3,30
QB142803,2,2,no,0.0,2,2,6
QB142808,3,1,no,0.0,3,2,4
QB142809,3,2,no,0.0,2,2,8
QB142810,2,3,no,0.0,2,1,14
QB142818,4,2,yes,132.16,2,1,8
QB142822,17,13,yes,200.98,10,7,79
QB142823,1,1,no,0.0,1,1,5
QB142825,3,1,no,0.0,3,1,7
QB142827,1,1,no,0.0,0,2,3
QB142832,1,1,yes,498.87,2,2,9
QB142833,2,0,no,0.0,1,1,2
QB142834,1,2,no,0.0,1,2,4
QB142836,8,7,yes,631.62,3,4,15
QB142837,8,2,no,0.0,2,3,11
QB142840,3,2,yes,303.53,0,1,13
QB142841,4,1,no,0.0,1,2,6
QB142842,2,7,yes,306.49,3,2,34
QB142844,1,0,yes,195.49,0,1,5
QB142845,2,0,yes,271.09,0,1,1
QB142846,2,2,yes,160.7,1,2,7
QB142848,1,0,no,0.0,0,1,1
QB142849,1,2,no,0.0,1,2,4
QB142851,1,3,no,0.0,3,1,3
QB142861,2,1,no,0.0,0,1,8
QB142863,1,0,no,0.0,1,1,1
QB142864,3,2,no,0.0,3,2,8
QB142865,2,1,no,0.0,1,1,6
QB142868,2,1,no,0.0,1,1,2
QB142869,3,3,no,0.0,1,2,8
QB142874,1,1,yes,399.32,2,1,8
QB142875,2,0,no,0.0,1,1,4
QB142876,1,3,yes,251.35,3,2,8
QB142879,1,1,no,0.0,1,1,6
QB142881,1,3,no,0.0,0,2,4
QB142883,4,1,no,0.0,0,1,10
QB142886,3,1,no,0.0,1,2,12
QB142888,1,3,no,0.0,0,1,8
QB142889,9,3,yes,215.81,2,3,18
QB142890,2,1,no,0.0,2,1,5
QB142893,2,1,yes,188.63,1,2,11
QB142895,9,6,no,0.0,1,2,29
QB142896,1,1,no,0.0,1,1,6
QB142900,1,1,no,0.0,1,1,4
QB142901,4,2,yes,352.66,1,2,14
QB142902,2,1,no,0.0,1,1,4
QB142903,2,1,no,0.0,2,1,5
QB142904,1,0,no,0.0,0,1,4
QB142907,2,3,yes,219.08,3,2,8
QB142920,1,0,no,0.0,0,1,7
QB142921,1,0,yes,377.89,1,1,2
QB142923,3,2,no,0.0,1,1,13
QB142928,1,3,no,0.0,3,1,9
QB142929,2,0,no,0.0,0,1,1
QB142935,2,0,no,0.0,1,1,1
QB142937,5,11,yes,232.87,6,4,78
QB142938,9,6,no,0.0,4,3,14
QB142945,3,2,no,0.0,1,2,9
QB142948,1,1,no,0.0,0,1,12
QB142949,2,1,no,0.0,1,1,7
QB142950,18,10,yes,192.83,3,4,66
QB142951,2,3,yes,240.53,1,4,24
QB142953,4,7,yes,229.63,1,4,13
QB142954,1,3,no,0.0,0,2,6
QB142957,1,1,yes,487.39,1,1,14
QB142958,2,2,yes,431.99,0,2,5
QB142959,1,1,no,0.0,2,2,7
QB142962,1,0,no,0.0,0,1,2
QB142965,2,0,no,0.0,0,1,6
QB142967,1,0,no,0.0,0,1,4
QB142968,1,2,yes,340.15,2,1,7
QB142969,3,1,no,0.0,1,1,7
QB142971,9,5,yes,300.58,5,5,53
QB142972,3,2,no,0.0,1,3,15
QB142973,1,0,no,0.0,1,1,3
QB142975,2,3,yes,326.03,3,2,13
QB142976,9,6,yes,402.52,4,2,21
QB142978,1,1,no,0.0,0,1,2
QB142979,1,0,no,0.0,1,1,2
QB142981,2,3,no,0.0,1,1,6
QB142984,4,1,no,0.0,3,2,6
QB142985,1,1,no,0.0,2,1,7
QB142986,2,1,no,0.0,0,1,4
QB142989,1,1,no,0.0,1,1,6
QB142990,19,12,yes,134.9,7,5,61
QB142991,4,2,no,0.0,2,1,8
QB142993,1,2,no,0.0,2,1,14
QB142994,4,1,no,0.0,3,1,3
QB142995,2,0,no,0.0,0,1,1
QB142997,1,2,no,0.0,3,2,11
QB142998,2,0,no,0.0,0,1,4
QB143001,9,3,yes,178.43,1,3,31
QB143002,2,0,no,0.0,1,1,2
QB143007,19,6,yes,402.45,6,6,42
QB143011,2,2,no,0.0,1,1,6
QB143012,13,12,yes,455.85,4,6,24
QB143015,1,0,no,0.0,0,1,7
QB143016,1,0,no,0.0,0,1,2
QB143017,5,7,no,0.0,3,2,24
QB143019,1,1,no,0.0,2,1,8
QB143020,1,1,no,0.0,1,1,4
QB143021,2,1,no,0.0,0,1,6
QB143022,3,2,no,0.0,3,1,12
QB143023,1,0,yes,423.3,1,1,2
QB143025,2,1,no,0.0,2,1,11
QB143026,3,1,no,0.0,2,2,8
QB143027,14,13,yes,419.98,7,6,38
QB143029,2,2,no,0.0,1,1,14
QB143035,3,2,no,0.0,2,1,6
QB143036,4,2,no,0.0,1,2,5
QB143038,2,2,yes,556.06,0,1,10
QB143040,4,3,no,0.0,3,1,8
QB143041,3,3,no,0.0,3,1,7
QB143042,2,2,yes,123.65,1,2,6
QB143045,1,1,no,0.0,1,2,14
QB143046,17,10,yes,217.5,11,5,50
QB143048,4,5,no,0.0,4,3,8
QB143051,3,1,yes,304.75,3,2,3
QB143053,1,1,no,0.0,0,1,7
QB143054,2,1,no,0.0,1,2,7
QB143055,4,3,no,0.0,0,1,13
QB143056,2,1,no,0.0,0,1,2
QB143057,2,1,no,0.0,1,1,6
QB143058,3,1,no,0.0,2,1,3
QB143060,1,1,no,0.0,0,2,5
QB143061,4,1,no,0.0,0,2,8
QB143062,2,1,no,0.0,2,1,10
QB143066,3,3,yes,355.76,0,1,3
QB143068,3,3,no,0.0,1,1,11
QB143070,9,6,no,0.0,2,3,23
QB143071,6,6,yes,248.72,5,2,14
QB143072,1,1,no,0.0,0,1,8
QB143076,1,0,no,0.0,1,1,1
QB143078,2,3,no,0.0,3,2,4
QB143080,1,3,no,0.0,2,2,5
QB143081,2,1,no,0.0,0,1,7
QB143083,1,1,no,0.0,1,1,4
QB143084,1,1,no,0.0,1,1,2
QB143085,2,0,yes,412.34,0,1,7
QB143088,6,14,no,0.0,3,4,49
QB143100,4,2,yes,341.57,3,2,6
QB143104,4,2,no,0.0,0,1,11
QB143108,2,0,no,0.0,0,1,5
QB143112,2,2,yes,318.95,0,2,12
QB143114,2,2,yes,146.15,1,1,5
QB143117,3,2,no,0.0,1,4,23
QB143118,3,2,no,0.0,1,1,6
QB143122,2,0,no,0.0,0,1,6
QB143123,3,3,no,0.0,3,4,25
QB143124,2,0,no,0.0,0,1,5
QB143129,1,0,no,0.0,1,1,3
QB143130,2,1,no,0.0,0,1,2
QB143131,3,1,yes,233.0,2,2,3
QB143133,4,1,no,0.0,2,1,12
QB143134,1,0,no,0.0,1,1,3
QB143136,1,0,no,0.0,1,1,5
QB143138,9,3,yes,221.66,4,2,30
QB143143,4,1,no,0.0,3,2,6
QB143144,9,5,yes,154.5,4,3,21
QB143146,2,2,no,0.0,4,4,13
QB143152,2,1,no,0.0,1,1,7
QB143153,3,3,no,0.0,2,1,10
QB143155,1,3,yes,429.22,3,1,8
QB143156,4,3,no,0.0,0,2,12
QB143159,18,6,yes,108.8,3,7,21
QB143160,4,3,no,0.0,3,2,7
QB143161,19,7,yes,552.75,7,5,69
QB143164,3,5,yes,324.93,1,3,24
QB143166,4,2,no,0.0,3,2,10
QB143169,6,4,no,0.0,5,3,18
QB143172,4,3,no,0.0,3,1,4
QB143175,1,2,yes,189.49,2,1,12
QB143176,9,3,yes,451.42,3,2,11
QB143177,5,6,no,0.0,3,4,11
QB143178,7,6,no,0.0,2,3,24
QB143180,4,7,yes,188.67,2,4,25
QB143186,1,2,yes,255.76,0,2,10
QB143190,8,2,no,0.0,5,4,20
QB143192,3,3,no,0.0,1,1,3
QB143194,2,0,yes,287.12,0,1,7
QB143195,1,3,no,0.0,3,1,13
QB143196,7,4,yes,360.26,2,3,18
QB143197,8,7,yes,138.72,4,4,24
QB143198,1,2,no,0.0,0,1,4
QB143199,1,2,no,0.0,0,2,13
QB143203,1,3,yes,219.27,1,2,9
QB143205,1,0,no,0.0,2,1,5
QB143207,1,1,no,0.0,0,1,4
QB143208,7,5,yes,135.55,4,3,14
QB143211,2,1,yes,199.32,1,1,4
QB143212,4,1,no,0.0,3,2,4
QB143214,3,3,no,0.0,0,1,13
QB143216,1,0,no,0.0,1,1,2
QB143218,2,3,no,0.0,3,1,7
QB143219,13,13,yes,250.52,3,4,65
QB143222,3,3,yes,245.65,2,2,7
QB143223,1,2,yes,128.4,0,2,7
QB143225,7,7,no,0.0,3,2,10
QB143227,4,1,yes,208.16,3,1,14
QB143231,2,0,no,0.0,0,1,4
QB143234,3,1,no,0.0,3,1,9
QB143237,4,2,yes,223.29,2,2,4
QB143239,2,3,no,0.0,1,2,5
QB143242,4,2,no,0.0,3,2,7
QB143244,3,1,no,0.0,3,1,9
QB143245,3,3,yes,190.31,0,1,13
QB143248,1,0,no,0.0,0,1,5
QB143249,1,1,no,0.0,0,1,7
QB143252,3,2,no,0.0,0,2,8
QB143253,3,2,no,0.0,3,1,9
QB143255,2,0,no,0.0,0,1,1
QB143256,1,2,yes,265.98,0,1,7
QB143257,2,1,no,0.0,2,1,9
QB143258,8,5,yes,225.0,3,2,28
QB143266,1,0,no,0.0,1,1,3
QB143267,4,3,no,0.0,2,1,11
QB143268,2,1,no,0.0,0,1,3
QB143270,8,10,yes,336.43,11,7,44
QB143272,1,0,no,0.0,1,1,7
QB143273,8,11,yes,91.06,3,5,52
QB143279,1,1,no,0.0,0,2,9
QB143280,1,1,no,0.0,2,2,6
QB143281,2,3,yes,216.86,3,1,8
QB143283,4,2,no,0.0,0,2,3
QB143284,6,5,yes,559.75,1,4,30
QB143285,2,2,no,0.0,3,1,11
QB143286,1,1,no,0.0,1,1,2
QB143289,1,0,no,0.0,1,1,2
QB143291,15,12,yes,185.23,7,6,30
QB143294,1,1,yes,160.14,1,1,6
QB143295,3,2,no,0.0,2,2,7
QB143297,4,3,no,0.0,3,2,13
QB143299,7,9,no,0.0,10,6,32
QB143305,2,1,no,0.0,0,1,5
QB143307,3,2,yes,141.98,1,1,5
QB143308,1,1,no,0.0,1,1,3
QB143310,2,1,yes,277.22,2,2,8
QB143311,5,3,yes,159.82,5,4,19
QB143313,2,3,no,0.0,1,1,8
QB143314,2,0,no,0.0,0,1,7
QB143316,1,1,yes,281.65,2,2,9
QB143318,2,1,no,0.0,1,1,5
QB143319,4,3,yes,253.69,0,2,13
QB143320,1,0,no,0.0,1,1,7
QB143326,2,1,no,0.0,1,1,6
QB143332,1,0,yes,176.06,0,1,5
QB143334,2,1,no,0.0,0,1,6
QB143338,8,3,yes,244.88,1,3,25
QB143341,2,1,no,0.0,3,2,4
QB143344,1,1,no,0.0,1,1,6
QB143345,1,1,no,0.0,0,2,13
QB143346,1,3,no,0.0,0,1,8
QB143349,7,10,no,0.0,5,6,29
QB143351,8,4,yes,189.26,2,2,31
QB143354,2,1,no,0.0,3,2,3
QB143355,2,0,no,0.0,0,1,1
QB143356,3,3,yes,89.14,0,2,5
QB143358,3,1,no,0.0,1,1,9
QB143359,1,1,no,0.0,1,1,6
QB143364,3,3,yes,285.54,3,2,7
QB143365,1,2,no,0.0,1,1,12
QB143367,1,0,no,0.0,1,1,1
QB143370,1,3,no,0.0,3,1,13
QB143372,1,3,yes,429.29,3,2,4
QB143373,1,1,no,0.0,2,1,7
QB143375,2,1,no,0.0,0,1,8
QB143377,3,1,no,0.0,2,2,13
QB143379,2,3,yes,192.85,0,1,4
QB143381,1,0,no,0.0,2,1,2
QB143386,9,3,no,0.0,2,4,12
QB143387,6,5,yes,354.36,3,4,31
QB143388,4,3,no,0.0,1,1,7
QB143389,6,5,yes,166.67,4,4,9
QB143390,7,5,no,0.0,2,3,8
QB143393,1,1,yes,105.8,0,1,4
QB143395,7,4,no,0.0,5,3,16
QB143400,1,2,no,0.0,2,2,5
QB143401,7,5,yes,280.22,2,2,8
QB143403,1,0,no,0.0,1,1,6
QB143404,1,1,no,0.0,2,1,6
QB143405,1,1,no,0.0,1,1,3
QB143411,2,1,no,0.0,1,1,6
QB143412,1,2,no,0.0,0,2,4
QB143417,4,3,no,0.0,0,2,5
QB143418,3,5,yes,362.9,5,4,14
QB143420,4,4,yes,183.49,2,3,28
QB143421,4,3,no,0.0,0,1,4
QB143423,2,3,yes,196.5,3,2,8
QB143426,3,2,no,0.0,0,1,4
QB143429,1,1,no,0.0,2,1,7
QB143430,4,1,no,0.0,1,1,8
QB143433,1,2,no,0.0,3,1,9
QB143434,1,0,no,0.0,0,1,7
QB143439,1,1,no,0.0,0,1,2
QB143450,1,2,no,0.0,3,1,13
QB143453,1,1,no,0.0,1,1,1
QB143457,1,1,no,0.0,0,1,1
QB143460,4,1,yes,247.0,1,1,6
QB143462,1,1,no,0.0,0,1,6
QB143465,2,3,no,0.0,2,2,8
QB143466,2,3,no,0.0,0,2,10
QB143467,3,2,no,0.0,0,1,4
QB143469,2,0,no,0.0,0,1,4
QB143473,4,1,no,0.0,0,1,7
QB143474,4,3,no,0.0,2,2,4
QB143475,3,3,yes,264.34,1,2,4
QB143476,2,1,no,0.0,0,1,1
QB143477,2,1,no,0.0,0,1,6
QB143485,2,3,no,0.0,2,2,13
QB143486,4,2,no,0.0,2,1,3
QB143488,3,3,yes,180.81,3,1,11
QB143490,9,3,no,0.0,4,2,15
QB143492,5,2,yes,327.72,1,2,26
QB143496,2,1,no,0.0,3,2,9
QB143497,2,7,no,0.0,5,2,28
QB143499,9,7,no,0.0,1,3,9
QB143500,4,2,no,0.0,1,2,10
QB143501,2,1,no,0.0,3,1,14
QB143502,1,2,no,0.0,1,2,4
QB143505,2,1,no,0.0,1,1,1
QB143506,3,2,yes,179.67,3,2,11
QB143507,8,6,yes,220.69,3,3,32
QB143510,2,2,no,0.0,2,2,21
QB143512,3,1,no,0.0,3,1,13
QB143513,2,1,no,0.0,1,1,6
QB143514,3,3,no,0.0,0,2,14
QB143517,1,0,no,0.0,2,1,5
QB143520,1,1,no,0.0,1,1,4
QB143521,2,3,no,0.0,1,1,9
QB143525,3,2,yes,200.75,2,1,6
QB143530,2,0,no,0.0,1,1,4
QB143534,4,4,no,0.0,5,3,25
QB143536,2,3,no,0.0,0,2,3
QB143537,1,0,yes,188.9,1,1,3
QB143538,1,1,no,0.0,1,1,2
QB143542,2,0,no,0.0,1,1,1
QB143544,4,3,no,0.0,2,2,13
QB143547,2,2,yes,242.66,0,1,3
QB143549,2,0,no,0.0,1,1,3
QB143550,5,7,yes,224.67,1,3,9
QB143551,1,1,no,0.0,2,1,6
QB143553,4,3,yes,172.31,1,2,8
QB143555,1,0,no,0.0,0,1,4
QB143557,7,2,yes,224.11,3,4,8
QB143559,9,4,no,0.0,1,2,19
QB143560,2,3,yes,275.47,1,2,9
QB143564,2,0,no,0.0,1,1,1
QB143567,1,2,no,0.0,3,2,13
QB143572,2,0,yes,234.91,0,1,3
QB143573,1,2,yes,351.84,1,2,8
QB143575,1,1,yes,205.35,0,2,9
QB143576,4,3,no,0.0,1,2,6
QB143580,2,1,no,0.0,1,1,7
QB143581,1,1,no,0.0,0,1,5
QB143584,3,2,no,0.0,2,2,8
QB143585,4,1,no,0.0,1,1,4
QB143586,1,1,no,0.0,0,1,5
QB143589,15,7,yes,230.15,3,6,26
QB143591,1,1,no,0.0,0,1,2
QB143593,2,2,no,0.0,2,1,13
QB143594,3,3,yes,301.82,3,2,10
QB143595,1,2,no,0.0,1,2,13
QB143599,4,1,no,0.0,0,2,10
QB143600,1,2,no,0.0,1,2,13
QB143601,1,2,no,0.0,1,1,13
QB143603,4,1,no,0.0,0,2,5
QB143605,1,1,no,0.0,0,1,5
QB143607,2,2,no,0.0,3,2,7
QB143608,5,9,yes,235.79,5,7,68
QB143611,2,0,no,0.0,1,1,4
QB143612,2,2,no,0.0,0,1,3
QB143613,4,2,no,0.0,3,1,5
QB143614,1,3,yes,244.13,0,1,10
QB143615,3,2,no,0.0,3,1,3
QB143616,4,1,yes,286.87,2,2,10
QB143618,2,0,no,0.0,0,1,3
QB143619,1,1,no,0.0,3,1,8
QB143620,2,0,no,0.0,1,1,4
QB143621,1,3,no,0.0,3,2,9
QB143624,1,3,no,0.0,0,2,13
QB143628,4,3,yes,285.46,3,2,9
QB143629,1,0,no,0.0,1,1,6
QB143634,14,13,yes,201.84,9,5,59
QB143635,5,5,no,0.0,4,4,12
QB143636,4,7,yes,285.16,2,3,13
QB143639,8,5,no,0.0,1,3,32
QB143640,2,1,no,0.0,0,1,5
QB143641,2,1,yes,162.91,0,1,4
QB143644,2,0,no,0.0,1,1,4
QB143646,4,2,no,0.0,2,1,13
QB143647,2,0,no,0.0,1,1,7
QB143649,2,1,no,0.0,1,1,4
QB143651,2,1,no,0.0,1,1,4
QB143653,6,7,no,0.0,2,3,14
QB143659,3,2,no,0.0,0,2,7
QB143660,2,0,no,0.0,2,1,6
QB143662,4,5,yes,191.28,3,3,34
QB143663,1,3,yes,592.89,0,1,8
QB143667,1,1,no,0.0,1,1,6
QB143671,2,1,yes,374.2,2,1,14
QB143672,2,3,yes,433.61,2,1,6
QB143673,3,2,yes,290.22,0,1,14
QB143679,2,2,no,0.0,1,2,10
QB143683,2,1,no,0.0,3,1,9
QB143685,2,1,no,0.0,1,1,5
QB143686,2,0,no,0.0,1,1,2
QB143687,1,0,no,0.0,0,1,4
QB143688,2,1,no,0.0,1,1,1
QB143689,2,1,no,0.0,0,1,7
QB143692,1,3,no,0.0,1,1,14
QB143694,2,4,no,0.0,3,4,29
QB143698,2,0,no,0.0,0,1,7
QB143699,2,1,yes,199.72,2,2,6
QB143700,4,2,no,0.0,1,2,13
QB143701,6,6,no,0.0,5,2,28
QB143702,3,3,no,0.0,1,1,4
QB143703,2,1,yes,278.28,3,1,13
QB143705,3,7,no,0.0,3,4,24
QB143706,1,1,no,0.0,0,1,5
QB143707,2,3,yes,118.31,0,1,7
QB143711,1,3,yes,281.76,1,2,6
QB143712,2,1,no,0.0,1,1,1
QB143714,3,3,yes,203.38,0,1,8
QB143715,3,1,no,0.0,0,2,14
QB143716,3,3,no,0.0,1,2,5
QB143717,2,2,no,0.0,3,1,9
QB143718,1,2,no,0.0,2,2,7
QB143721,3,2,no,0.0,3,1,10
QB143722,1,2,no,0.0,1,1,10
QB143723,4,1,no,0.0,2,1,7
QB143726,1,0,no,0.0,2,1,4
QB143727,4,2,no,0.0,1,1,8
QB143728,1,1,no,0.0,1,1,8
QB143730,3,2,yes,249.29,0,1,7
QB143732,4,1,no,0.0,2,2,9
QB143733,2,0,no,0.0,0,1,4
QB143735,1,0,no,0.0,0,1,2
QB143736,3,1,yes,251.43,0,2,8
QB143737,2,1,no,0.0,0,1,1
QB143739,3,2,yes,178.76,2,1,4
QB143743,1,1,no,0.0,2,1,4
QB143744,1,1,no,0.0,2,1,6
QB143746,2,2,no,0.0,0,1,4
QB143749,1,1,no,0.0,0,1,13
QB143750,2,2,yes,230.71,2,1,11
QB143751,2,3,yes,260.37,1,1,6
QB143754,3,2,no,0.0,2,2,6
QB143756,1,0,no,0.0,1,1,7
QB143759,2,1,no,0.0,2,1,5
QB143760,3,3,no,0.0,0,1,11
QB143761,3,2,yes,758.87,1,1,3
QB143763,5,2,no,0.0,4,2,31
QB143766,6,5,yes,176.27,3,3,9
QB143767,2,1,yes,519.24,1,1,4
QB143771,6,3,yes,385.33,5,2,32
QB143778,1,0,no,0.0,0,1,4
QB143781,2,1,no,0.0,0,1,2
QB143783,2,2,yes,773.24,3,1,5
QB143784,9,3,yes,215.85,5,3,11
QB143786,1,1,no,0.0,0,1,6
QB143788,2,1,no,0.0,0,1,5
QB143790,3,2,no,0.0,2,2,14
QB143792,1,2,no,0.0,1,2,12
QB143793,2,0,no,0.0,0,1,6
QB143799,1,0,no,0.0,0,1,6
QB143802,3,1,no,0.0,1,2,12
QB143808,2,7,no,0.0,5,3,8
QB143810,8,7,yes,342.06,1,2,28
QB143811,2,0,no,0.0,1,1,7
QB143812,3,1,yes,526.65,1,2,4
QB143813,1,1,no,0.0,3,1,12
QB143814,1,3,yes,133.18,2,2,10
QB143815,2,1,no,0.0,0,1,7
QB143818,1,1,no,0.0,1,1,2
QB143819,3,1,no,0.0,2,1,9
QB143825,4,3,yes,256.7,2,1,4
QB143826,2,1,no,0.0,1,1,3
QB143827,4,3,no,0.0,3,2,8
QB143828,2,3,no,0.0,0,2,11
QB143829,2,3,no,0.0,2,1,13
QB143830,1,1,yes,449.52,1,1,6
QB143831,1,0,no,0.0,1,1,5
QB143832,1,0,no,0.0,0,1,6
QB143835,2,0,yes,221.78,1,1,5
QB143837,1,2,no,0.0,1,1,13
QB143840,2,1,no,0.0,2,1,3
QB143841,2,3,no,0.0,0,2,14
QB143842,3,1,no,0.0,3,2,13
QB143845,2,0,no,0.0,0,1,4
QB143846,1,1,no,0.0,1,1,4
QB143848,2,3,yes,117.32,2,1,10
QB143849,2,1,no,0.0,1,1,5
QB143850,4,1,no,0.0,2,2,3
QB143853,2,1,no,0.0,1,1,3
QB143855,1,2,no,0.0,1,2,13
QB143856,4,2,no,0.0,1,2,8
QB143857,1,0,yes,437.69,0,1,3
QB143858,1,1,no,0.0,1,1,5
QB143859,3,1,no,0.0,0,1,12
QB143862,4,2,no,0.0,1,2,14
QB143864,3,1,yes,514.46,2,1,9
QB143865,5,3,no,0.0,1,2,26
QB143870,2,1,yes,444.12,1,1,2
QB143874,15,11,yes,477.9,11,6,41
QB143875,9,6,no,0.0,2,3,22
QB143876,1,1,no,0.0,0,1,3
QB143877,1,1,no,0.0,1,1,2
QB143881,4,7,no,0.0,1,2,28
QB143882,4,5,yes,241.58,3,2,27
QB143883,2,3,no,0.0,1,2,10
QB143886,3,3,no,0.0,0,2,12
QB143887,1,2,yes,184.15,0,1,11
QB143889,4,5,no,0.0,3,2,18
QB143895,1,1,yes,314.25,0,2,4
QB143896,4,1,no,0.0,3,1,7
